time,x,y,S1,S2,S3,S4
0.000000,0.700000,0.700000,0.000000,0.000000,0.000000,0.000000
0.000000,0.800000,0.700000,0.000000,0.000000,0.000000,0.000000
0.000000,0.900000,0.700000,0.000000,0.000000,0.000000,0.000000
0.000000,1.000000,0.700000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.800000,0.000000,0.000000,0.000000,0.000000
0.000000,0.100000,0.800000,0.000000,0.000000,0.000000,0.000000
0.000000,0.200000,0.800000,0.000000,0.000000,0.000000,0.000000
0.000000,0.300000,0.800000,0.000000,0.000000,0.000000,0.000000
0.000000,0.400000,0.800000,0.000000,0.000000,0.000000,0.000000
0.000000,0.500000,0.800000,0.000000,0.000000,0.000000,0.000000
0.000000,0.600000,0.800000,0.000000,0.000000,0.000000,0.000000
0.000000,0.700000,0.800000,0.000000,0.000000,0.000000,0.000000
0.000000,0.800000,0.800000,0.000000,0.000000,0.000000,0.000000
0.000000,0.900000,0.800000,0.000000,0.000000,0.000000,0.000000
0.000000,1.000000,0.800000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.900000,0.000000,0.000000,0.000000,0.000000
0.000000,0.100000,0.900000,0.000000,0.000000,0.000000,0.000000
0.000000,0.200000,0.900000,0.000000,0.000000,0.000000,0.000000
0.000000,0.300000,0.900000,0.000000,0.000000,0.000000,0.000000
0.000000,0.400000,0.900000,0.000000,0.000000,0.000000,0.000000
0.000000,0.500000,0.900000,0.000000,0.000000,0.000000,0.000000
0.000000,0.600000,0.900000,0.000000,0.000000,0.000000,0.000000
0.000000,0.700000,0.900000,0.000000,0.000000,0.000000,0.000000
0.000000,0.800000,0.900000,0.000000,0.000000,0.000000,0.000000
0.000000,0.900000,0.900000,0.000000,0.000000,0.000000,0.000000
0.000000,1.000000,0.900000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.100000,1.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.200000,1.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.300000,1.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.400000,1.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.500000,1.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.600000,1.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.700000,1.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.800000,1.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.900000,1.000000,0.000000,0.000000,0.000000,0.000000
0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
0.080000,0.000000,0.000000,-0.000036,0.000036,-0.000036,0.000000
0.080000,0.100000,0.000000,-0.000143,0.000143,-0.000143,0.000000
0.080000,0.200000,0.000000,-0.000421,0.000421,-0.000421,0.000000
0.080000,0.300000,0.000000,-0.000911,0.000911,-0.000911,0.000000
0.080000,0.400000,0.000000,-0.001447,0.001447,-0.001447,0.000000
0.080000,0.500000,0.000000,-0.001689,0.001689,-0.001689,0.000000
0.080000,0.600000,0.000000,-0.001447,0.001447,-0.001447,0.000000
0.080000,0.700000,0.000000,-0.000911,0.000911,-0.000911,0.000000
0.080000,0.800000,0.000000,-0.000421,0.000421,-0.000421,0.000000
0.080000,0.900000,0.000000,-0.000143,0.000143,-0.000143,0.000000
0.080000,1.000000,0.000000,-0.000036,0.000036,-0.000036,0.000000
0.080000,0.000000,0.100000,-0.000143,0.000143,-0.000143,0.000000
0.080000,0.100000,0.100000,-0.000573,0.000573,-0.000573,0.000000
0.080000,0.200000,0.100000,-0.001689,0.001689,-0.001689,0.000000
0.080000,0.300000,0.100000,-0.003653,0.003653,-0.003653,0.000000
0.080000,0.400000,0.100000,-0.005804,0.005804,-0.005804,0.000000
0.080000,0.500000,0.100000,-0.006773,0.006773,-0.006773,0.000000
0.080000,0.600000,0.100000,-0.005804,0.005804,-0.005804,0.000000
0.080000,0.700000,0.100000,-0.003653,0.003653,-0.003653,0.000000
0.080000,0.800000,0.100000,-0.001689,0.001689,-0.001689,0.000000
0.080000,0.900000,0.100000,-0.000573,0.000573,-0.000573,0.000000
0.080000,1.000000,0.100000,-0.000143,0.000143,-0.000143,0.000000
0.080000,0.000000,0.200000,-0.000421,0.000421,-0.000421,0.000000
0.080000,0.100000,0.200000,-0.001689,0.001689,-0.001689,0.000000
0.080000,0.200000,0.200000,-0.004974,0.004974,-0.004974,0.000000
0.080000,0.300000,0.200000,-0.010760,0.010760,-0.010760,0.000000
0.080000,0.400000,0.200000,-0.017096,0.017096,-0.017096,0.000000
0.080000,0.500000,0.200000,-0.019948,0.019948,-0.019948,0.000000
0.080000,0.600000,0.200000,-0.017096,0.017096,-0.017096,0.000000
0.080000,0.700000,0.200000,-0.010760,0.010760,-0.010760,0.000000
0.080000,0.800000,0.200000,-0.004974,0.004974,-0.004974,0.000000
0.080000,0.900000,0.200000,-0.001689,0.001689,-0.001689,0.000000
0.080000,1.000000,0.200000,-0.000421,0.000421,-0.000421,0.000000
0.080000,0.000000,0.300000,-0.000911,0.000911,-0.000911,0.000000
0.080000,0.100000,0.300000,-0.003653,0.003653,-0.003653,0.000000
0.080000,0.200000,0.300000,-0.010760,0.010760,-0.010760,0.000000
0.080000,0.300000,0.300000,-0.023277,0.023277,-0.023277,0.000000
0.080000,0.400000,0.300000,-0.036982,0.036982,-0.036982,0.000000
0.080000,0.500000,0.300000,-0.043153,0.043153,-0.043153,0.000000
0.080000,0.600000,0.300000,-0.036982,0.036982,-0.036982,0.000000
0.080000,0.700000,0.300000,-0.023277,0.023277,-0.023277,0.000000
0.080000,0.800000,0.300000,-0.010760,0.010760,-0.010760,0.000000
0.080000,0.900000,0.300000,-0.003653,0.003653,-0.003653,0.000000
0.080000,1.000000,0.300000,-0.000911,0.000911,-0.000911,0.000000
0.080000,0.000000,0.400000,-0.001447,0.001447,-0.001447,0.000000
0.080000,0.100000,0.400000,-0.005804,0.005804,-0.005804,0.000000
0.080000,0.200000,0.400000,-0.017096,0.017096,-0.017096,0.000000
0.080000,0.300000,0.400000,-0.036982,0.036982,-0.036982,0.000000
0.080000,0.400000,0.400000,-0.058755,0.058755,-0.058755,0.000000
0.080000,0.500000,0.400000,-0.068560,0.068560,-0.068560,0.000000
0.080000,0.600000,0.400000,-0.058755,0.058755,-0.058755,0.000000
0.080000,0.700000,0.400000,-0.036982,0.036982,-0.036982,0.000000
0.080000,0.800000,0.400000,-0.017096,0.017096,-0.017096,0.000000
0.080000,0.900000,0.400000,-0.005804,0.005804,-0.005804,0.000000
0.080000,1.000000,0.400000,-0.001447,0.001447,-0.001447,0.000000
0.080000,0.000000,0.500000,-0.001689,0.001689,-0.001689,0.000000
0.080000,0.100000,0.500000,-0.006773,0.006773,-0.006773,0.000000
0.080000,0.200000,0.500000,-0.019948,0.019948,-0.019948,0.000000
0.080000,0.300000,0.500000,-0.043153,0.043153,-0.043153,0.000000
0.080000,0.400000,0.500000,-0.068560,0.068560,-0.068560,0.000000
0.080000,0.500000,0.500000,-0.080000,0.080000,-0.080000,0.000000
0.080000,0.600000,0.500000,-0.068560,0.068560,-0.068560,0.000000
0.080000,0.700000,0.500000,-0.043153,0.043153,-0.043153,0.000000
0.080000,0.800000,0.500000,-0.019948,0.019948,-0.019948,0.000000
0.080000,0.900000,0.500000,-0.006773,0.006773,-0.006773,0.000000
0.080000,1.000000,0.500000,-0.001689,0.001689,-0.001689,0.000000
0.080000,0.000000,0.600000,-0.001447,0.001447,-0.001447,0.000000
0.080000,0.100000,0.600000,-0.005804,0.005804,-0.005804,0.000000
0.080000,0.200000,0.600000,-0.017096,0.017096,-0.017096,0.000000
0.080000,0.300000,0.600000,-0.036982,0.036982,-0.036982,0.000000
0.080000,0.400000,0.600000,-0.058755,0.058755,-0.058755,0.000000
0.080000,0.500000,0.600000,-0.068560,0.068560,-0.068560,0.000000
0.080000,0.600000,0.600000,-0.058755,0.058755,-0.058755,0.000000
0.080000,0.700000,0.600000,-0.036982,0.036982,-0.036982,0.000000
0.080000,0.800000,0.600000,-0.017096,0.017096,-0.017096,0.000000
0.080000,0.900000,0.600000,-0.005804,0.005804,-0.005804,0.000000
0.080000,1.000000,0.600000,-0.001447,0.001447,-0.001447,0.000000
0.080000,0.000000,0.700000,-0.000911,0.000911,-0.000911,0.000000
0.080000,0.100000,0.700000,-0.003653,0.003653,-0.003653,0.000000
0.080000,0.200000,0.700000,-0.010760,0.010760,-0.010760,0.000000
0.080000,0.300000,0.700000,-0.023277,0.023277,-0.023277,0.000000
0.080000,0.400000,0.700000,-0.036982,0.036982,-0.036982,0.000000
0.080000,0.500000,0.700000,-0.043153,0.043153,-0.043153,0.000000
0.080000,0.600000,0.700000,-0.036982,0.036982,-0.036982,0.000000
0.080000,0.700000,0.700000,-0.023277,0.023277,-0.023277,0.000000
0.080000,0.800000,0.700000,-0.010760,0.010760,-0.010760,0.000000
0.080000,0.900000,0.700000,-0.003653,0.003653,-0.003653,0.000000
0.080000,1.000000,0.700000,-0.000911,0.000911,-0.000911,0.000000
0.080000,0.000000,0.800000,-0.000421,0.000421,-0.000421,0.000000
0.080000,0.100000,0.800000,-0.001689,0.001689,-0.001689,0.000000
0.080000,0.200000,0.800000,-0.004974,0.004974,-0.004974,0.000000
0.080000,0.300000,0.800000,-0.010760,0.010760,-0.010760,0.000000
0.080000,0.400000,0.800000,-0.017096,0.017096,-0.017096,0.000000
0.080000,0.500000,0.800000,-0.019948,0.019948,-0.019948,0.000000
0.080000,0.600000,0.800000,-0.017096,0.017096,-0.017096,0.000000
0.080000,0.700000,0.800000,-0.010760,0.010760,-0.010760,0.000000
0.080000,0.800000,0.800000,-0.004974,0.004974,-0.004974,0.000000
0.080000,0.900000,0.800000,-0.001689,0.001689,-0.001689,0.000000
0.080000,1.000000,0.800000,-0.000421,0.000421,-0.000421,0.000000
0.080000,0.000000,0.900000,-0.000143,0.000143,-0.000143,0.000000
0.080000,0.100000,0.900000,-0.000573,0.000573,-0.000573,0.000000
0.080000,0.200000,0.900000,-0.001689,0.001689,-0.001689,0.000000
0.080000,0.300000,0.900000,-0.003653,0.003653,-0.003653,0.000000
0.080000,0.400000,0.900000,-0.005804,0.005804,-0.005804,0.000000
0.080000,0.500000,0.900000,-0.006773,0.006773,-0.006773,0.000000
0.080000,0.600000,0.900000,-0.005804,0.005804,-0.005804,0.000000
0.080000,0.700000,0.900000,-0.003653,0.003653,-0.003653,0.000000
0.080000,0.800000,0.900000,-0.001689,0.001689,-0.001689,0.000000
0.080000,0.900000,0.900000,-0.000573,0.000573,-0.000573,0.000000
0.080000,1.000000,0.900000,-0.000143,0.000143,-0.000143,0.000000
0.080000,0.000000,1.000000,-0.000036,0.000036,-0.000036,0.000000
0.080000,0.100000,1.000000,-0.000143,0.000143,-0.000143,0.000000
0.080000,0.200000,1.000000,-0.000421,0.000421,-0.000421,0.000000
0.080000,0.300000,1.000000,-0.000911,0.000911,-0.000911,0.000000
0.080000,0.400000,1.000000,-0.001447,0.001447,-0.001447,0.000000
0.080000,0.500000,1.000000,-0.001689,0.001689,-0.001689,0.000000
0.080000,0.600000,1.000000,-0.001447,0.001447,-0.001447,0.000000
0.080000,0.700000,1.000000,-0.000911,0.000911,-0.000911,0.000000
0.080000,0.800000,1.000000,-0.000421,0.000421,-0.000421,0.000000
0.080000,0.900000,1.000000,-0.000143,0.000143,-0.000143,0.000000
0.080000,1.000000,1.000000,-0.000036,0.000036,-0.000036,0.000000
0.160000,0.000000,0.000000,-0.000066,0.000068,-0.000071,0.000003
0.160000,0.100000,0.000000,-0.000263,0.000274,-0.000286,0.000011
0.160000,0.200000,0.000000,-0.000774,0.000808,-0.000842,0.000034
0.160000,0.300000,0.000000,-0.001675,0.001748,-0.001820,0.000073
0.160000,0.400000,0.000000,-0.002661,0.002776,-0.002892,0.000116
0.160000,0.500000,0.000000,-0.003105,0.003240,-0.003375,0.000135
0.160000,0.600000,0.000000,-0.002661,0.002776,-0.002892,0.000116
0.160000,0.700000,0.000000,-0.001675,0.001748,-0.001820,0.000073
0.160000,0.800000,0.000000,-0.000774,0.000808,-0.000842,0.000034
0.160000,0.900000,0.000000,-0.000263,0.000274,-0.000286,0.000011
0.160000,1.000000,0.000000,-0.000066,0.000068,-0.000071,0.000003
0.160000,0.000000,0.100000,-0.000263,0.000274,-0.000286,0.000011
0.160000,0.100000,0.100000,-0.001054,0.001100,-0.001146,0.000046
0.160000,0.200000,0.100000,-0.003105,0.003240,-0.003375,0.000135
0.160000,0.300000,0.100000,-0.006716,0.007008,-0.007301,0.000292
0.160000,0.400000,0.100000,-0.010670,0.011135,-0.011599,0.000464
0.160000,0.500000,0.100000,-0.012451,0.012993,-0.013534,0.000542
0.160000,0.600000,0.100000,-0.010670,0.011135,-0.011599,0.000464
0.160000,0.700000,0.100000,-0.006716,0.007008,-0.007301,0.000292
0.160000,0.800000,0.100000,-0.003105,0.003240,-0.003375,0.000135
0.160000,0.900000,0.100000,-0.001054,0.001100,-0.001146,0.000046
0.160000,1.000000,0.100000,-0.000263,0.000274,-0.000286,0.000011
0.160000,0.000000,0.200000,-0.000774,0.000808,-0.000842,0.000034
0.160000,0.100000,0.200000,-0.003105,0.003240,-0.003375,0.000135
0.160000,0.200000,0.200000,-0.009144,0.009542,-0.009940,0.000398
0.160000,0.300000,0.200000,-0.019782,0.020642,-0.021503,0.000861
0.160000,0.400000,0.200000,-0.031428,0.032796,-0.034164,0.001368
0.160000,0.500000,0.200000,-0.036673,0.038269,-0.039864,0.001596
0.160000,0.600000,0.200000,-0.031428,0.032796,-0.034164,0.001368
0.160000,0.700000,0.200000,-0.019782,0.020642,-0.021503,0.000861
0.160000,0.800000,0.200000,-0.009144,0.009542,-0.009940,0.000398
0.160000,0.900000,0.200000,-0.003105,0.003240,-0.003375,0.000135
0.160000,1.000000,0.200000,-0.000774,0.000808,-0.000842,0.000034
0.160000,0.000000,0.300000,-0.001675,0.001748,-0.001820,0.000073
0.160000,0.100000,0.300000,-0.006716,0.007008,-0.007301,0.000292
0.160000,0.200000,0.300000,-0.019782,0.020642,-0.021503,0.000861
0.160000,0.300000,0.300000,-0.042792,0.044654,-0.046516,0.001862
0.160000,0.400000,0.300000,-0.067987,0.070946,-0.073904,0.002959
0.160000,0.500000,0.300000,-0.079332,0.082784,-0.086236,0.003452
0.160000,0.600000,0.300000,-0.067987,0.070946,-0.073904,0.002959
0.160000,0.700000,0.300000,-0.042792,0.044654,-0.046516,0.001862
0.160000,0.800000,0.300000,-0.019782,0.020642,-0.021503,0.000861
0.160000,0.900000,0.300000,-0.006716,0.007008,-0.007301,0.000292
0.160000,1.000000,0.300000,-0.001675,0.001748,-0.001820,0.000073
0.160000,0.000000,0.400000,-0.002661,0.002776,-0.002892,0.000116
0.160000,0.100000,0.400000,-0.010670,0.011135,-0.011599,0.000464
0.160000,0.200000,0.400000,-0.031428,0.032796,-0.034164,0.001368
0.160000,0.300000,0.400000,-0.067987,0.070946,-0.073904,0.002959
0.160000,0.400000,0.400000,-0.108016,0.112717,-0.117417,0.004700
0.160000,0.500000,0.400000,-0.126040,0.131525,-0.137010,0.005485
0.160000,0.600000,0.400000,-0.108016,0.112717,-0.117417,0.004700
0.160000,0.700000,0.400000,-0.067987,0.070946,-0.073904,0.002959
0.160000,0.800000,0.400000,-0.031428,0.032796,-0.034164,0.001368
0.160000,0.900000,0.400000,-0.010670,0.011135,-0.011599,0.000464
0.160000,1.000000,0.400000,-0.002661,0.002776,-0.002892,0.000116
0.160000,0.000000,0.500000,-0.003105,0.003240,-0.003375,0.000135
0.160000,0.100000,0.500000,-0.012451,0.012993,-0.013534,0.000542
0.160000,0.200000,0.500000,-0.036673,0.038269,-0.039864,0.001596
0.160000,0.300000,0.500000,-0.079332,0.082784,-0.086236,0.003452
0.160000,0.400000,0.500000,-0.126040,0.131525,-0.137010,0.005485
0.160000,0.500000,0.500000,-0.147072,0.153472,-0.159872,0.006400
0.160000,0.600000,0.500000,-0.126040,0.131525,-0.137010,0.005485
0.160000,0.700000,0.500000,-0.079332,0.082784,-0.086236,0.003452
0.160000,0.800000,0.500000,-0.036673,0.038269,-0.039864,0.001596
0.160000,0.900000,0.500000,-0.012451,0.012993,-0.013534,0.000542
0.160000,1.000000,0.500000,-0.003105,0.003240,-0.003375,0.000135
0.160000,0.000000,0.600000,-0.002661,0.002776,-0.002892,0.000116
0.160000,0.100000,0.600000,-0.010670,0.011135,-0.011599,0.000464
0.160000,0.200000,0.600000,-0.031428,0.032796,-0.034164,0.001368
0.160000,0.300000,0.600000,-0.067987,0.070946,-0.073904,0.002959
0.160000,0.400000,0.600000,-0.108016,0.112717,-0.117417,0.004700
0.160000,0.500000,0.600000,-0.126040,0.131525,-0.137010,0.005485
0.160000,0.600000,0.600000,-0.108016,0.112717,-0.117417,0.004700
0.160000,0.700000,0.600000,-0.067987,0.070946,-0.073904,0.002959
0.160000,0.800000,0.600000,-0.031428,0.032796,-0.034164,0.001368
0.160000,0.900000,0.600000,-0.010670,0.011135,-0.011599,0.000464
0.160000,1.000000,0.600000,-0.002661,0.002776,-0.002892,0.000116
0.160000,0.000000,0.700000,-0.001675,0.001748,-0.001820,0.000073
0.160000,0.100000,0.700000,-0.006716,0.007008,-0.007301,0.000292
0.160000,0.200000,0.700000,-0.019782,0.020642,-0.021503,0.000861
0.160000,0.300000,0.700000,-0.042792,0.044654,-0.046516,0.001862
0.160000,0.400000,0.700000,-0.067987,0.070946,-0.073904,0.002959
0.160000,0.500000,0.700000,-0.079332,0.082784,-0.086236,0.003452
0.160000,0.600000,0.700000,-0.067987,0.070946,-0.073904,0.002959
0.160000,0.700000,0.700000,-0.042792,0.044654,-0.046516,0.001862
0.160000,0.800000,0.700000,-0.019782,0.020642,-0.021503,0.000861
0.160000,0.900000,0.700000,-0.006716,0.007008,-0.007301,0.000292
0.160000,1.000000,0.700000,-0.001675,0.001748,-0.001820,0.000073
0.160000,0.000000,0.800000,-0.000774,0.000808,-0.000842,0.000034
0.160000,0.100000,0.800000,-0.003105,0.003240,-0.003375,0.000135
0.160000,0.200000,0.800000,-0.009144,0.009542,-0.009940,0.000398
0.160000,0.300000,0.800000,-0.019782,0.020642,-0.021503,0.000861
0.160000,0.400000,0.800000,-0.031428,0.032796,-0.034164,0.001368
0.160000,0.500000,0.800000,-0.036673,0.038269,-0.039864,0.001596
0.160000,0.600000,0.800000,-0.031428,0.032796,-0.034164,0.001368
0.160000,0.700000,0.800000,-0.019782,0.020642,-0.021503,0.000861
0.160000,0.800000,0.800000,-0.009144,0.009542,-0.009940,0.000398
0.160000,0.900000,0.800000,-0.003105,0.003240,-0.003375,0.000135
0.160000,1.000000,0.800000,-0.000774,0.000808,-0.000842,0.000034
0.160000,0.000000,0.900000,-0.000263,0.000274,-0.000286,0.000011
0.160000,0.100000,0.900000,-0.001054,0.001100,-0.001146,0.000046
0.160000,0.200000,0.900000,-0.003105,0.003240,-0.003375,0.000135
0.160000,0.300000,0.900000,-0.006716,0.007008,-0.007301,0.000292
0.160000,0.400000,0.900000,-0.010670,0.011135,-0.011599,0.000464
0.160000,0.500000,0.900000,-0.012451,0.012993,-0.013534,0.000542
0.160000,0.600000,0.900000,-0.010670,0.011135,-0.011599,0.000464
0.160000,0.700000,0.900000,-0.006716,0.007008,-0.007301,0.000292
0.160000,0.800000,0.900000,-0.003105,0.003240,-0.003375,0.000135
0.160000,0.900000,0.900000,-0.001054,0.001100,-0.001146,0.000046
0.160000,1.000000,0.900000,-0.000263,0.000274,-0.000286,0.000011
0.160000,0.000000,1.000000,-0.000066,0.000068,-0.000071,0.000003
0.160000,0.100000,1.000000,-0.000263,0.000274,-0.000286,0.000011
0.160000,0.200000,1.000000,-0.000774,0.000808,-0.000842,0.000034
0.160000,0.300000,1.000000,-0.001675,0.001748,-0.001820,0.000073
0.160000,0.400000,1.000000,-0.002661,0.002776,-0.002892,0.000116
0.160000,0.500000,1.000000,-0.003105,0.003240,-0.003375,0.000135
0.160000,0.600000,1.000000,-0.002661,0.002776,-0.002892,0.000116
0.160000,0.700000,1.000000,-0.001675,0.001748,-0.001820,0.000073
0.160000,0.800000,1.000000,-0.000774,0.000808,-0.000842,0.000034
0.160000,0.900000,1.000000,-0.000263,0.000274,-0.000286,0.000011
0.160000,1.000000,1.000000,-0.000066,0.000068,-0.000071,0.000003
0.240000,0.000000,0.000000,-0.000090,0.000098,-0.000106,0.000008
0.240000,0.100000,0.000000,-0.000362,0.000393,-0.000426,0.000033
0.240000,0.200000,0.000000,-0.001067,0.001158,-0.001256,0.000098
0.240000,0.300000,0.000000,-0.002309,0.002504,-0.002717,0.000213
0.240000,0.400000,0.000000,-0.003669,0.003979,-0.004316,0.000338
0.240000,0.500000,0.000000,-0.004281,0.004643,-0.005037,0.000394
0.240000,0.600000,0.000000,-0.003669,0.003979,-0.004316,0.000338
0.240000,0.700000,0.000000,-0.002309,0.002504,-0.002717,0.000213
0.240000,0.800000,0.000000,-0.001067,0.001158,-0.001256,0.000098
0.240000,0.900000,0.000000,-0.000362,0.000393,-0.000426,0.000033
0.240000,1.000000,0.000000,-0.000090,0.000098,-0.000106,0.000008
0.240000,0.000000,0.100000,-0.000362,0.000393,-0.000426,0.000033
0.240000,0.100000,0.100000,-0.001453,0.001576,-0.001710,0.000134
0.240000,0.200000,0.100000,-0.004281,0.004643,-0.005037,0.000394
0.240000,0.300000,0.100000,-0.009261,0.010043,-0.010895,0.000852
0.240000,0.400000,0.100000,-0.014713,0.015956,-0.017310,0.001354
0.240000,0.500000,0.100000,-0.017168,0.018618,-0.020199,0.001580
0.240000,0.600000,0.100000,-0.014713,0.015956,-0.017310,0.001354
0.240000,0.700000,0.100000,-0.009261,0.010043,-0.010895,0.000852
0.240000,0.800000,0.100000,-0.004281,0.004643,-0.005037,0.000394
